Mi-Yen Yeh-->dasfaa:0.710320223238,tkde:0.681235077363,dawak:0.600396583144,vldb:0.592377304885,dmkd:0.556184105837,kais:0.553054002682,dexa:0.51264946879,widm:0.50457100222,cikm:0.499471629538,asunam:0.489100280583,dolap:0.485356711901,tsdm:0.480619412715,icwsm:0.41510104149,kdd:0.414428087377,kdid:0.389655339203,pakdd:0.37794951301,datamine:0.371313744233,tkdd:0.353906031952,cinq:0.338322985229,sdm:0.336661107636,icdm:0.330365229765,www:0.316049577896,adma:0.280582908604,sadm:0.256430829391,dmkdttt:0.256001189814,mlg:0.252862705679,ideal:0.22893527699,pkdd:0.227811166114,ijbidm:0.226067586654,sigkdd:0.222630952946,ida:0.218183710793,dw:0.218104231192,minenet:0.205878689376,cidm:0.196768587875,dmdw:0.19371604672,ausdm:0.190015044981,classification:0.180670296453,ijdmmm:0.171579099291,dmin:0.169761241707,mldm:0.166009720731,casdmkm:0.145984645415,fimi:0.136601872304,iat:0.12935991543,aisadm:0.129254672631,admi:0.129145088433,riao:0.116213762954,dis:0.109155121173,wkdd:0.109018120527,ijdmb:0.104297016732,webmine:0.0988049572421,incdm:0.0968938198331,ijkedm:0.0954567769181,ijict:0.0936848062385,tgis:0.0926235759999,jaif:0.0886984018732,itpro:0.0880302408302,vdmb:0.082384452142,isjgp:0.0741009847889,dq:0.0722170075919,biodatamining:0.0708310726884,icetet:0.0695597249622,edm:0.0600252341135,dmo:0.0579828028095,oir:0.051827908333,csda:0.050874023197,grc:0.0501767635413,inffus:0.0383358166469,jecr:0.0340306335126,ipl:0.0329280416438,jkm:0.0254212918834,trs:0.0252865893256,kelsi:0.024210583652,ijicte:0.0177829842893,ijkm:0.0170692755688
Tobias Schreck-->cidm:0.129224358188,dmin:0.115931775421,icdm:0.0955937284273,minenet:0.0923054174639,cikm:0.0838899730591,tsdm:0.0765305149353,incdm:0.0748538820915,jaif:0.0741286988705,sigkdd:0.0672829996292,icetet:0.0665226852652,riao:0.0658853744489,dasfaa:0.0656665448104,ijbidm:0.0635343058929,datamine:0.0627831167822,tkde:0.0627142552576,edm:0.0618635617444,casdmkm:0.0585087478579,ideal:0.0583741905205,sdm:0.0577542089803,adma:0.0560137532763,ida:0.0539554771587,vldb:0.0522265456251,kais:0.0519256523525,ijdmmm:0.0516304633592,pakdd:0.0512298453786,kdd:0.0509792985748,mldm:0.0501468823366,csda:0.0496634809521,dexa:0.0441854342767,sadm:0.0436338797115,pkdd:0.043445657856,classification:0.0433200850147,dis:0.0431462604094,tkdd:0.0398281500417,wkdd:0.0387785561209,kelsi:0.0381901015785,dmkd:0.0364209378029,ijict:0.0347610332805,tgis:0.0344236565073,webmine:0.0278460515623,vdmb:0.0203966831417,itpro:0.0200865335735,ijkedm:0.0180932780122,trs:0.0154511051121,iat:0.0129746337855,inffus:0.0118940178707,widm:0.011535738066,ijkm:0.0101031755075,www:0.00948469211376,isjgp:0.00866708732053,icwsm:0.00853774220294,ijicte:0.0068099573443,dmdw:0.00639455172005,oir:0.00479750787905,ausdm:0.0,ipl:0.0,aisadm:0.0,dw:0.0,dawak:0.0,biodatamining:0.0,dq:0.0,admi:0.0,jkm:0.0,cinq:0.0,dmkdttt:0.0,dolap:0.0,jecr:0.0,fimi:0.0,ijdmb:0.0,mlg:0.0,dmo:0.0,grc:0.0,kdid:0.0,asunam:0.0
Zeehasham Rasheed-->mldm:0.278434069055,ideal:0.258315193557,cidm:0.217489224496,dmin:0.215059557152,ijbidm:0.202029803868,ijdmb:0.188468717729,inffus:0.164681448628,kais:0.155415680508,ausdm:0.154366415846,adma:0.151061217206,ida:0.140233556524,dis:0.13146999178,icdm:0.130262291167,jaif:0.129082481608,pakdd:0.126718280127,datamine:0.12532302431,dmo:0.11605004658,biodatamining:0.10392870362,kdd:0.102106742106,classification:0.0998671520349,tsdm:0.0942782335109,pkdd:0.0941304357039,dmkd:0.0879857018197,ijdmmm:0.0826841974222,widm:0.0760328590156,kelsi:0.0727273462015,sadm:0.0711069382619,oir:0.069765061879,vdmb:0.0670176354078,sdm:0.065608711909,incdm:0.0613965984788,dawak:0.0513541335236,iat:0.0472580476311,mlg:0.0445210057601,wkdd:0.0425560882308,grc:0.0418647629413,ijict:0.0394428375433,dq:0.0324720541673,ijkedm:0.0308206913674,tkde:0.0294785834032,aisadm:0.0281446855768,jkm:0.0266918469816,tkdd:0.0266743739399,minenet:0.0251966445734,csda:0.0223743556161,admi:0.0207390865459,dmdw:0.0207112144329,dexa:0.0165997169881,casdmkm:0.0161579894947,icetet:0.0156589594391,tgis:0.0153434703643,trs:0.012970995775,dasfaa:0.0128104623619,sigkdd:0.0123800637898,dolap:0.0123424517484,fimi:0.0113317797193,dmkdttt:0.0078261105091,jecr:0.00703768431275,kdid:0.00536867474061,dw:0.00393480854707,asunam:0.00373426418986,webmine:0.0,www:0.0,itpro:0.0,ipl:0.0,edm:0.0,ijkm:0.0,isjgp:0.0,ijicte:0.0,riao:0.0,vldb:0.0,cinq:0.0,icwsm:0.0,cikm:0.0
Xia Cui-->pkdd:0.56574626853,sdm:0.518389069617,tkdd:0.507098422189,icdm:0.478483726845,mldm:0.441417365599,adma:0.432640988367,csda:0.378974088159,ida:0.378284239033,kdd:0.351067201526,pakdd:0.349939704516,ideal:0.311520848638,mlg:0.310815450783,sadm:0.304410461274,kais:0.295349873634,cidm:0.287864927666,dis:0.286281320203,datamine:0.243031771144,classification:0.232625661006,incdm:0.218380952189,cikm:0.216620484814,ijdmmm:0.176190700998,ijdmb:0.155480043343,edm:0.141063263353,icetet:0.129697077382,dmin:0.120513286138,tkde:0.0965506112747,jaif:0.0929734606775,dmo:0.0765138363738,sigkdd:0.0750677523875,aisadm:0.061074926892,minenet:0.0580504783506,wkdd:0.0537270883589,kelsi:0.0451113979089,grc:0.0403371459463,inffus:0.0358996576204,kdid:0.0207968633539,webmine:0.0,www:0.0,itpro:0.0,dmdw:0.0,dexa:0.0,ausdm:0.0,ipl:0.0,ijbidm:0.0,dw:0.0,dawak:0.0,vdmb:0.0,ijkm:0.0,isjgp:0.0,biodatamining:0.0,dasfaa:0.0,oir:0.0,ijict:0.0,iat:0.0,ijicte:0.0,dq:0.0,riao:0.0,tgis:0.0,ijkedm:0.0,admi:0.0,vldb:0.0,jkm:0.0,tsdm:0.0,cinq:0.0,dmkd:0.0,dmkdttt:0.0,dolap:0.0,jecr:0.0,fimi:0.0,icwsm:0.0,widm:0.0,casdmkm:0.0,asunam:0.0,trs:0.0
Frederik Hogenboom-->ijkedm:0.314541039724,kelsi:0.276325404879,aisadm:0.232502664852,iat:0.209657022378,edm:0.197011853926,cikm:0.162497415448,admi:0.157247239225,riao:0.150472788499,ausdm:0.145515944415,icwsm:0.143258626241,www:0.14266187783,jecr:0.122507501334,ideal:0.103395220666,wkdd:0.102516971855,tkdd:0.0889711273604,ijicte:0.0874310393242,adma:0.0843773235698,ijdmmm:0.0791093339508,asunam:0.0652488202612,pakdd:0.0619116137678,oir:0.0611079668746,isjgp:0.0549006675334,grc:0.0521937336044,itpro:0.0504261485041,minenet:0.0495520974143,biodatamining:0.0420912476706,mlg:0.0414915748186,icetet:0.0355357639658,tsdm:0.0321423093565,widm:0.028050540502,cidm:0.0272317504635,tgis:0.0271651604715,ijict:0.026382786636,incdm:0.0239871536835,vdmb:0.0202590807048,sigkdd:0.0190906986891,jaif:0.0180589783386,casdmkm:0.0171517781806,trs:0.0163445106779,ijdmb:0.0142777041859,classification:0.0139668952979,kdd:0.0111144227929,csda:0.0100360359518,dolap:0.00974125081935,sadm:0.00955720398537,pkdd:0.00906119137535,dis:0.00882715498768,kais:0.00713240711931,ijkm:0.00648747200695,kdid:0.00622603871257,ipl:0.00611121974263,dmdw:0.00543178848568,jkm:0.00517052733055,inffus:0.00508883927707,webmine:0.0,icdm:0.0,dexa:0.0,ijbidm:0.0,dw:0.0,datamine:0.0,dawak:0.0,tkde:0.0,mldm:0.0,dasfaa:0.0,dq:0.0,vldb:0.0,dmin:0.0,cinq:0.0,dmkd:0.0,sdm:0.0,dmkdttt:0.0,fimi:0.0,dmo:0.0,ida:0.0
Chen Xu-->dmin:0.296126574909,ipl:0.260014186015,ijdmmm:0.248742647674,ijdmb:0.201325074983,ijbidm:0.190168791337,admi:0.181842791572,kelsi:0.168286771822,kdd:0.165573647903,cidm:0.163868497407,cinq:0.163487329508,aisadm:0.155194140445,ausdm:0.153689743913,isjgp:0.14801466143,dmo:0.147814824707,sigkdd:0.142136920703,casdmkm:0.139884698016,minenet:0.137615860276,dolap:0.133640962952,dis:0.132506109815,jaif:0.130399815089,www:0.128371702585,iat:0.124028535216,cikm:0.121245687295,classification:0.121207061693,itpro:0.120766351541,vdmb:0.119525649905,adma:0.118233196186,icdm:0.117302124134,pakdd:0.109862400503,biodatamining:0.109699968535,icwsm:0.108295528174,tkdd:0.10217328256,sadm:0.101161221095,ijkedm:0.100309760917,kdid:0.0983020149184,ida:0.0975391249418,kais:0.0969936205646,tsdm:0.0958448660116,dawak:0.0950993812523,pkdd:0.0931204447657,datamine:0.0904700974819,tgis:0.0857816377464,widm:0.0840534061933,incdm:0.0738911200472,sdm:0.0714948702162,tkde:0.0697865229473,icetet:0.0669751493257,mlg:0.0615824454267,ideal:0.0590312687881,dmkd:0.0584855516453,grc:0.0557652126947,ijict:0.0511570074984,dmkdttt:0.0499618286113,edm:0.0461910533943,riao:0.0455818718404,dasfaa:0.0393361223002,dmdw:0.0391925650442,asunam:0.0371173546298,inffus:0.0351208809192,ijicte:0.033747901654,mldm:0.0248357507787,oir:0.0233694188403,dexa:0.0208044372327,vldb:0.0196808639614,trs:0.0185820369378,csda:0.0185663701586,jecr:0.0143813210003,jkm:0.0095459569386,ijkm:0.00726850706891,fimi:0.00605953910374,webmine:0.00602198477007,dw:0.00320265799818,dq:0.0,wkdd:0.0
Paul Rayson-->icwsm:0.570760370525,asunam:0.475735435221,jkm:0.355819581468,itpro:0.341914872269,ijkm:0.333878869515,www:0.322928778427,aisadm:0.274905602303,isjgp:0.271040739384,tgis:0.232620599579,cikm:0.225794256543,iat:0.212226235042,ijkedm:0.195062562777,edm:0.194701473596,minenet:0.19362845714,tkdd:0.177706777157,kelsi:0.176142552905,sigkdd:0.158470281062,kdd:0.153521567299,wkdd:0.151193743106,ijdmmm:0.142174587756,ausdm:0.138362029862,widm:0.133041281263,oir:0.12863075529,casdmkm:0.126690578448,ijbidm:0.121270953616,adma:0.116828281411,ijicte:0.111110704638,admi:0.110110653946,kais:0.105005517703,cidm:0.104858544507,webmine:0.0958458524377,ideal:0.0923229555373,dis:0.0900156982054,icdm:0.0899584995419,mldm:0.0889449700742,jecr:0.0886298239122,riao:0.0848231949101,mlg:0.0840326266514,incdm:0.0811520317125,pakdd:0.0810276571971,pkdd:0.0765963149778,dmkd:0.0570556341502,grc:0.0557719063039,ijict:0.0553988662671,tkde:0.0477401514884,sdm:0.0471767877531,datamine:0.0431440079186,dexa:0.0426659756314,dolap:0.0400690048536,dmin:0.0369863070609,ijdmb:0.0354835443224,dmdw:0.0336725232267,biodatamining:0.0315163924878,icetet:0.0304709430991,inffus:0.0291517479815,dawak:0.0253464300114,jaif:0.0252269878736,classification:0.0235909339836,dasfaa:0.0232888883284,ida:0.0227456396099,dw:0.0218747221151,trs:0.0204474802911,kdid:0.0180317553709,dmkdttt:0.0174319023129,cinq:0.0167624024159,vldb:0.0162477576462,tsdm:0.0146200045035,ipl:0.0127160503031,sadm:0.00976103678117,dmo:0.00885724394646,csda:0.00743517383033,vdmb:0.0,dq:0.0,fimi:0.0
Serge Mankovski-->dmkd:0.578028625824,tkde:0.559199969812,kdid:0.521465415224,dawak:0.46341969493,tsdm:0.457678813904,vldb:0.434696266045,dasfaa:0.401017180415,dexa:0.37278330776,kais:0.36280887234,widm:0.359780292607,cinq:0.354686421203,dolap:0.353499160589,minenet:0.3064688789,kdd:0.306310589389,datamine:0.289852461586,cikm:0.287011696841,tkdd:0.257001719357,pakdd:0.249409330928,admi:0.242389851163,sigkdd:0.233454013952,sdm:0.217498576498,ijbidm:0.182018773707,ijict:0.158650276848,pkdd:0.155071831536,icdm:0.155015893501,fimi:0.145914889305,sadm:0.139142316635,aisadm:0.129703907599,riao:0.118088995174,ausdm:0.106111389458,dis:0.10100697401,iat:0.0989333349467,mldm:0.0900475921684,jaif:0.0725519549235,adma:0.069233590678,dmdw:0.0676883912349,www:0.0649206812295,icetet:0.0577062201275,itpro:0.0576980468623,incdm:0.0530863537998,isjgp:0.0424376029074,ijdmmm:0.0396487748162,wkdd:0.0394691572272,ideal:0.0380049362196,dq:0.0337139079545,kelsi:0.0274714654973,biodatamining:0.0267108616527,inffus:0.0229472183781,classification:0.0206314452139,ijicte:0.0168976533509,asunam:0.0141768968433,ipl:0.00882845296696,mlg:0.00819471727636,webmine:0.0,edm:0.0,dw:0.0,csda:0.0,vdmb:0.0,ijkm:0.0,oir:0.0,tgis:0.0,ijkedm:0.0,jkm:0.0,dmin:0.0,cidm:0.0,dmkdttt:0.0,jecr:0.0,ijdmb:0.0,icwsm:0.0,casdmkm:0.0,dmo:0.0,grc:0.0,trs:0.0,ida:0.0
Azarias Reda-->dq:0.211422225236,isjgp:0.166475400754,iat:0.152908518013,dmdw:0.151633501102,vldb:0.150007875104,dolap:0.147891277956,cikm:0.115797968469,dmin:0.113466291117,ijdmb:0.108969428012,www:0.103061147239,cidm:0.0998392400019,widm:0.098944033915,dawak:0.0908857721696,jecr:0.0862996357124,casdmkm:0.0844899902018,ijdmmm:0.0824901797356,kdd:0.0791135530001,admi:0.0763580951225,ausdm:0.0746083790637,dmkdttt:0.0724923216062,jaif:0.0706529137806,riao:0.0677450710471,minenet:0.0643062349443,dmkd:0.0608689955192,tkde:0.0601743472265,ijbidm:0.0576244279516,dexa:0.0573767677262,adma:0.0562217000449,wkdd:0.0518382600243,ideal:0.0487291208022,dasfaa:0.0460202951528,icdm:0.0447198621896,pakdd:0.0428579070583,kais:0.0427649988282,fimi:0.0385637476406,tsdm:0.0371833087687,ida:0.0347548770927,inffus:0.0340926665434,icetet:0.0316821574963,mlg:0.0262091351142,sigkdd:0.0254513966359,datamine:0.0241256782585,sdm:0.0238209706201,tkdd:0.0230384587711,ijict:0.0223308124285,grc:0.02152925715,biodatamining:0.0210062699685,sadm:0.0189689286428,pkdd:0.0170527191045,ijkm:0.016161835438,asunam:0.0161128689521,dis:0.00844638558332,ijkedm:0.00746171248794,itpro:0.00702623978968,webmine:0.0,ipl:0.0,edm:0.0,aisadm:0.0,dw:0.0,csda:0.0,vdmb:0.0,mldm:0.0,classification:0.0,oir:0.0,kelsi:0.0,ijicte:0.0,tgis:0.0,jkm:0.0,cinq:0.0,icwsm:0.0,dmo:0.0,kdid:0.0,incdm:0.0,trs:0.0
Gunnar R-->pkdd:0.594267626784,mldm:0.533125316843,icdm:0.504093675126,sdm:0.501919774567,tkdd:0.483174532839,adma:0.45712929427,mlg:0.384303214899,kdd:0.374031828929,cidm:0.36794390977,pakdd:0.364785717491,inffus:0.343071476006,kais:0.333156229223,ida:0.313916308351,ijdmmm:0.299541818935,ideal:0.287645512581,dis:0.258798133204,datamine:0.253342269728,jaif:0.240448486875,cikm:0.239220502325,incdm:0.232709912446,sadm:0.213941226826,ijdmb:0.186171236569,dmin:0.177949535161,edm:0.147047800149,icetet:0.142532442923,sigkdd:0.140746383339,ijict:0.116746450081,dmdw:0.116419233691,minenet:0.115825363252,classification:0.110860202077,wkdd:0.109610737877,aisadm:0.109370454861,biodatamining:0.108475456739,dmo:0.107644218147,www:0.104223424103,tkde:0.100646721574,ijbidm:0.0884168843301,dmkdttt:0.0847216768187,riao:0.0723181052372,dolap:0.0721618081374,vdmb:0.0690465610148,ijkedm:0.0676757811377,grc:0.0653625252624,itpro:0.0633836619801,trs:0.0557863019682,tgis:0.0529296520201,dw:0.0479140217627,ipl:0.0463028269306,webmine:0.0443562500652,dexa:0.0419658348948,ausdm:0.040035480478,kdid:0.0370890110286,csda:0.0368618926258,admi:0.0347202353892,widm:0.0333843257809,iat:0.0305556907144,dawak:0.0286660963008,ijicte:0.0276324456636,vldb:0.024830663247,asunam:0.0212519395015,oir:0.0203845228428,dmkd:0.019052155313,icwsm:0.0178820882665,dasfaa:0.0145073938193,cinq:0.0122957712264,tsdm:0.0107219465639,isjgp:0.00741655041247,ijkm:0.0,kelsi:0.0,dq:0.0,jkm:0.0,jecr:0.0,fimi:0.0,casdmkm:0.0
Yulan He-->pkdd:0.50066984086,tkdd:0.478294469546,icdm:0.453138094197,adma:0.440182150951,mldm:0.436660569166,sdm:0.436220601336,icwsm:0.412424770997,dmdw:0.40592931545,kdd:0.404867398756,asunam:0.386377339286,pakdd:0.340246283478,kais:0.339260175396,cikm:0.33304064579,mlg:0.31428773658,edm:0.302186113432,ida:0.287736574516,cidm:0.281730213828,dis:0.272374869201,dolap:0.25111661761,ideal:0.236670016923,datamine:0.221081818802,ijdmb:0.208650162947,minenet:0.203231048588,www:0.197601774811,incdm:0.190233914095,iat:0.183031520144,sadm:0.175607515615,dmkdttt:0.174339408569,biodatamining:0.171358990493,dmo:0.166677288564,webmine:0.16430318696,dmin:0.157690156708,ijdmmm:0.155250162471,sigkdd:0.142124752449,ijbidm:0.142122065265,riao:0.132359043791,aisadm:0.131225870005,ausdm:0.119898403135,widm:0.110224713134,dw:0.10856232675,dawak:0.108193940535,icetet:0.108147211745,kelsi:0.107438081403,tsdm:0.10483903729,dexa:0.09916448127,wkdd:0.0982587578737,oir:0.0976814647926,jaif:0.0883014948761,tkde:0.0812725280386,ijkedm:0.0707054032399,vldb:0.0704423725273,classification:0.0696480352718,dasfaa:0.0691586219139,ijicte:0.0443552778035,casdmkm:0.0407970905194,grc:0.0391376015767,kdid:0.0375156163654,admi:0.0374811858961,isjgp:0.031608362496,trs:0.02411102915,dq:0.0225472417234,jkm:0.0221507730276,tgis:0.0193737406847,jecr:0.0184854291616,ijkm:0.0157519414987,ijict:0.0150350030205,vdmb:0.0148650245191,inffus:0.0138663755087,dmkd:0.00975656639303,csda:0.00804646991566,itpro:0.00760047065466,cinq:0.00305636196253,ipl:0.00202647168733,fimi:0.0
Yannick Toussaint-->ijbidm:0.408389137103,wkdd:0.369872406502,dmkdttt:0.342234264645,ida:0.320243838764,webmine:0.316170225503,mldm:0.304163768723,pakdd:0.278706882822,dawak:0.278195237911,incdm:0.273927333879,dmin:0.271773977879,cidm:0.240728726922,dis:0.239745076097,kais:0.216248475351,adma:0.2160778688,ausdm:0.211745827917,jaif:0.207982518999,trs:0.200257128902,ijdmmm:0.197308344736,grc:0.194883534141,cinq:0.190013459617,pkdd:0.188759219013,datamine:0.184118538094,icetet:0.174777856605,dmdw:0.169254915924,ijkm:0.168661736675,jkm:0.16735457836,ideal:0.166033382232,dmkd:0.165268114513,csda:0.156420935764,widm:0.15060711001,icdm:0.1505159332,iat:0.13950206643,kdd:0.139290862704,ijdmb:0.135629695754,riao:0.133487661019,sadm:0.129871632403,tsdm:0.129304725647,casdmkm:0.115190048632,dolap:0.110807604058,sigkdd:0.110626563608,biodatamining:0.105931717699,inffus:0.105424899461,aisadm:0.100777241584,kdid:0.0954294808111,ijict:0.0940328058594,fimi:0.0937393467638,tkde:0.0918614967547,dmo:0.086215220914,isjgp:0.0854989046559,classification:0.0852840959735,edm:0.0831351850452,kelsi:0.0762620760532,sdm:0.0640997059053,dexa:0.0631036864829,tkdd:0.0621595322785,minenet:0.0600248671147,icwsm:0.0559932149851,www:0.0555982276991,oir:0.0469189943459,mlg:0.0439133963524,tgis:0.0423193142521,vldb:0.0410807048658,cikm:0.0400073663873,dasfaa:0.0384481283261,itpro:0.0375910598244,ijkedm:0.0339836620826,admi:0.0284005387283,ijicte:0.0259915223375,dw:0.0198843814684,asunam:0.0140956485741,vdmb:0.0116719068008,jecr:0.00962042695763,ipl:0.0,dq:0.0
Ge Yu-->dasfaa:0.810252256841,vldb:0.637103370344,tkde:0.604498475611,dexa:0.58583069068,cikm:0.47307856817,kais:0.393835480454,dw:0.385948763057,widm:0.378288284403,dawak:0.358863892853,dolap:0.344189125911,tsdm:0.317074864816,dmkd:0.288691129784,cinq:0.254113841563,mlg:0.25302463777,datamine:0.205709813876,kdid:0.187370545227,sdm:0.186942010614,pakdd:0.178999026254,kdd:0.178417857747,tkdd:0.168549698876,sadm:0.159751982352,riao:0.158786975066,www:0.156016036009,icdm:0.154185206444,classification:0.152958506665,adma:0.146256360437,ida:0.131622750406,jaif:0.125587020212,vdmb:0.115964527852,pkdd:0.10957915467,ijbidm:0.106908583417,sigkdd:0.106418567152,dmin:0.0988755352548,fimi:0.0968540496466,ideal:0.0944078714243,ijdmb:0.0931211573996,mldm:0.0919187203615,cidm:0.0918974481319,minenet:0.0901747051314,ijdmmm:0.0893276756452,ausdm:0.0848593534732,biodatamining:0.0818533828527,inffus:0.081420441386,admi:0.0786845754765,dis:0.0763170255575,dmdw:0.0716841928492,ijict:0.0705908009762,dmkdttt:0.0663088891376,icwsm:0.0573614694978,incdm:0.0567035415744,ipl:0.0549996908973,aisadm:0.051199727138,iat:0.0511218848061,icetet:0.0405102721549,ijkedm:0.0387129778839,grc:0.0349255924924,dmo:0.0336789186604,tgis:0.0289468045652,csda:0.0285996666892,wkdd:0.0241429815269,casdmkm:0.0181451122366,trs:0.0154330096632,ijicte:0.013981619813,isjgp:0.0103268282886,webmine:0.00881576378994,itpro:0.0062273552944,jecr:0.00352640533915,ijkm:0.00304078407772,asunam:0.0027586779816,edm:0.00194738660975,oir:0.0,kelsi:0.0,dq:0.0,jkm:0.0
Joonho Kwon-->classification:0.592460147817,tsdm:0.504602379998,sadm:0.424650493701,kais:0.394054796794,ida:0.37357601639,dawak:0.353085409627,ijbidm:0.352522924896,cidm:0.335245802561,sdm:0.329695056866,ijdmmm:0.327950028724,datamine:0.316927426298,pakdd:0.314281202564,dasfaa:0.305511122732,tkde:0.29373944363,adma:0.28807101722,vdmb:0.287095712947,dmin:0.273665384808,ideal:0.272415552399,icdm:0.261280869922,dexa:0.236910480145,ijkedm:0.225084220419,dmdw:0.211391633472,widm:0.199329131509,dolap:0.185469614689,vldb:0.184610471653,dmkd:0.18016889314,dw:0.178372607093,mldm:0.155812768697,tkdd:0.15180464838,biodatamining:0.131219727161,ijdmb:0.130172737261,pkdd:0.121213205212,kdd:0.111061379661,cikm:0.109239014186,incdm:0.103875874714,icetet:0.101861094739,grc:0.0993253163087,csda:0.0944190821998,dmo:0.0837387137449,ijict:0.0808652812268,mlg:0.0745946040592,dis:0.073913066721,trs:0.0699322723903,jaif:0.0688116408783,fimi:0.0644894924125,www:0.0564006896744,tgis:0.0563724897286,minenet:0.0463665248485,cinq:0.0391497774043,riao:0.0371253384776,dmkdttt:0.0324639213784,iat:0.0280483946749,inffus:0.0277333693762,wkdd:0.0191253848428,casdmkm:0.0181950038032,kelsi:0.0139046762847,isjgp:0.0136266905584,ausdm:0.0132758539718,ijkm:0.0121094495635,ipl:0.0106407998882,oir:0.00845043456639,jkm:0.00806335374559,edm:0.00702384951086,kdid:0.00583760163887,itpro:0.00458302993632,webmine:0.00339942418041,sigkdd:0.0,aisadm:0.0,ijicte:0.0,dq:0.0,admi:0.0,jecr:0.0,icwsm:0.0,asunam:0.0
Sumit Mittal-->icwsm:0.369130807938,tkdd:0.246057687204,www:0.212161555688,sadm:0.197005091023,asunam:0.185954876425,itpro:0.185557305988,classification:0.180962176347,ijicte:0.158845448072,sigkdd:0.157626099559,oir:0.157213814273,isjgp:0.148083012209,minenet:0.147450130395,datamine:0.143336322565,edm:0.137360716894,cikm:0.130617700881,kdd:0.115208458527,webmine:0.111434210558,widm:0.107345955108,jecr:0.0966170384178,tsdm:0.0927193122133,tgis:0.0919265245563,iat:0.0899302369494,inffus:0.0846032371846,admi:0.0838318586015,ida:0.0806718601819,ijict:0.0633870205938,kais:0.0615458496743,dolap:0.0555175263195,ijkm:0.0518486058507,jkm:0.0488939245637,cinq:0.0488437605708,jaif:0.0484833448324,cidm:0.0396651735486,dis:0.0366962771873,sdm:0.0364032104206,pkdd:0.0359143395962,ijdmmm:0.0351343370237,ijdmb:0.0342949755504,ausdm:0.0323700224129,mlg:0.0319899313421,wkdd:0.0314746325772,dmo:0.0281471499932,tkde:0.0271478234785,vldb:0.0228710917485,riao:0.0226673320307,dawak:0.0218959214531,ijbidm:0.020075891385,dmkd:0.0194980894254,aisadm:0.0167565271771,icdm:0.0159384363937,biodatamining:0.0155674453607,ipl:0.0154864431359,dmin:0.0151069524107,incdm:0.0148824506442,icetet:0.0135121476273,adma:0.0120579067238,ideal:0.01178991005,dmdw:0.00912740073525,dw:0.0089513660291,vdmb:0.00833814183885,pakdd:0.00638183773035,dasfaa:0.00604905018443,kelsi:0.00555737211896,kdid:0.00515397877438,fimi:0.00368318526621,trs:0.00281639418347,dexa:0.0,csda:0.0,mldm:0.0,dq:0.0,ijkedm:0.0,dmkdttt:0.0,casdmkm:0.0,grc:0.0
Neoklis Polyzotis-->dasfaa:0.752332288379,vldb:0.604277123866,dexa:0.565867844093,dw:0.451171138768,cikm:0.434633182284,tkde:0.416821434608,dolap:0.33157800705,widm:0.296645825515,riao:0.250684760767,mlg:0.247247669957,kais:0.24354011807,dmdw:0.210608566478,www:0.207925455166,dawak:0.190653332155,cinq:0.122376981535,jaif:0.117986612272,asunam:0.11640006701,icwsm:0.109828844668,icetet:0.102465591694,iat:0.0806703801181,wkdd:0.0717352737954,dmkdttt:0.0635363919791,tkdd:0.0486116465133,icdm:0.0483350109917,dmkd:0.0463766641796,minenet:0.0441670424127,ijbidm:0.0430217783364,kdd:0.0419981570967,sadm:0.0394727565942,ijdmmm:0.038500073231,dmo:0.0374545020573,ijict:0.0369599686414,ideal:0.0360852954517,sigkdd:0.0353258449599,vdmb:0.0346058709676,webmine:0.0337668600286,ipl:0.033261720954,dq:0.0331819800809,sdm:0.0314196005384,csda:0.0310910226483,casdmkm:0.0310840466002,adma:0.0285467533568,dmin:0.0283148766446,isjgp:0.0280651992116,cidm:0.0265152227605,aisadm:0.0248485314956,ida:0.0240813138337,biodatamining:0.0228631574937,pakdd:0.0210912766566,ausdm:0.0210011209593,edm:0.0209978577622,incdm:0.0207940669347,mldm:0.0198670172106,oir:0.019192029845,inffus:0.0191613515998,datamine:0.0178655480041,fimi:0.0177765756528,classification:0.0149629646335,pkdd:0.0145083001778,jecr:0.0107890314336,ijdmb:0.0101774457258,kelsi:0.00954892528437,tgis:0.00933664349734,tsdm:0.00924706697199,itpro:0.00907072398564,ijkm:0.00808784130091,jkm:0.0054438923951,dis:0.00525795181039,ijkedm:0.00332288643838,grc:0.00258785997451,ijicte:0.00247116008082,trs:0.00180593659773,kdid:0.00130511905146,admi:0.0
